cc_name,mentor,description,issues,youtube_publish_date,updated_at,district,impact_possible,is_impact,impact_in_process,target_official,impact_plan,youtube_publish_date_year,youtube_publish_date_month,youtube_publish_date_day,updated_at_year,updated_at_month,updated_at_day,cta_present,cta_description
 Sanchita Pathak,MST SORIYA BANU,"The problem of Village Chuka Pani Block Shikaripara District Dumka is like that of Shivlal Hansta there are 15 families in that village who have ration card yet they are not getting the benefit of ration they are financially poor and there are elderly people who are unable to work They go to each other's house for wages, then they are not hired by speaking ill of them, they are living by suffering in some way, they are not getting any help from the government.",anti poverty programs,2022-10-13 00:00:00.000,2022-11-22 12:18:21.165,DUMKA,True,False,True,NA, YES,2022,10,13,2022,11,22,False,NA
 Saniyaro Devi,SHIKHA PAHARIN," Booti resident Jenti Urine has filled the form for widow pension many times since last 3 years but till now has not received the benefit of pension, on this problem we held a meeting on 23/1/2022 at the Panchayat Bhavan of Booti Panchayat and came to know that There are about 100 women in the entire panchayat who do not get the benefit of old age and widow pension.",anti poverty programs,2022-02-02 00:00:00.000,2022-03-30 13:01:53.727,LOHARDAGA,True,False,True,BDO, The form of all women will be filled and the application will be given to the officer.,2022,2,2,2022,3,30,True,NA
 Bhaskar Raj,SHIKHA PAHARIN,"Due to the end of the vaccine in the health center of Satbarwa block since 10 days, the villagers here are facing a lot of problems.",anti poverty programs,2021-07-16 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,False,False,NA,NA,NA,2021,7,16,2022,3,30,NA,NA
 Bhaskar Raj,SHIKHA PAHARIN,"There are 70 houses in Kadadohar village of Satbarwa block, in which people here are falling prey to rumors. need more and more",health,2021-06-05 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,True,False,True,NA, NA,2021,6,5,2022,3,30,True,NA
 Bhaskar Raj,SHIKHA PAHARIN,"There are 50 to 70 such houses in 10 panchayats in Satbarwa block, who have no one to earn in their house, even if there is someone in their house, they are not able to earn enough, there are 8 people in Kabutari Devi's family and her husband works as a laborer now. During lockdown, daily wages are not available, due to which sometimes there is a problem in getting food for two times.",health,2021-06-05 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,True,False,True,KB, NA,2021,6,5,2022,3,30,True,NA
 Bhaskar Raj,SHIKHA PAHARIN," In Kobit epidemic, 300 people like Rahul Kumar and Tetari Devi of Kamaru village in Bakoria Panchayat of Satbarwa block want to get vaccinated, but due to staying away, they are facing a lot of difficulties in getting vaccinated and there is no way to get the vehicle from here. The vaccination center is 10 kilometers away, for which people here are not able to get vaccinated.",health,2021-06-27 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,True,False,True,NA," share the video, send the adhikari on whatsapp",2021,6,27,2022,3,30,True,NA
 Bhaskar Raj,SHIKHA PAHARIN,"In Mahavir Chowk Satbarwa, an urban area of Satbarwa block of Palamu district, Covid test was done here on 4th May. The name of the test is rt-pcr. More than 50 people had done this test but even after 8 days here The report was not received due to which the people here are very upset and scared.",health,2021-05-14 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,False,False,NA,NA,NA,2021,5,14,2022,3,30,NA,NA
 Bhaskar Raj,SHIKHA PAHARIN,"About 200 laborer families live in Revaratu Panchayat of Satbarwa block of Palamu district of Jharkhand state. People are not getting employment under MNREGA despite having employment card. The validity of employment card of some people has also expired but renewal is also not being done. Unemployment has increased rapidly after the Corona period due to which the economic condition of the community is deteriorating. Due to non-availability of work under MNREGA, unemployment is high here and people are more worried.",anti poverty programs,2021-10-20 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,True,False,True,NA," Seek the advice of the employment committee in the village. Apply for the logo and put it in the block. Since the validity of the job card has expired, submit your new application.",2021,10,20,2022,3,30,True,NA
 Bhaskar Raj,SHIKHA PAHARIN,"Misbehavior with the villagers of Pindra village under Ghutwa Panchayat of Palamu, Satbarwa block Due to non-availability of community forest patta to some 150 scheduled caste people, the villagers have not yet encroached on that land, the administrative officials supplied food. They are facing many difficulties and somehow they are living their lives. The farming land which was being acquired from the ancestors also went to the plot of forest department. Due to this many residents of Pindra village have been registered FIR by the forest department. And they also had to face administrative action, because of this people are scared and many young fellows migrate out of the village, similarly we understand that the rights of the villagers are being snatched from their land, water, forest and their rights are being violated.",indigenous peoples,2021-05-12 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,True,False,False,NA,cc ne avhi takis samsya ko lekar me ek gram sabha ki hai aur van adikar ke tahat aabedan bhara hai,2021,5,12,2022,3,30,True,NA
 Lalitha Kumari Hembrom,NA," District Deoghar, Block Sarath, Panchayat Dumdumi, Village- Sonodi Manjhiyan's economic condition of Dumdumi is very weak, due to which it is unable to make its home, it is very difficult to live. Has applied but has not yet received the benefit of the housing scheme.",crumbling infrastructure,2020-03-31 00:00:00.000,2022-11-18 10:42:09.753,DEOGHAR,True,False,False,BDO,"cc must screen this video to BDO for allocation of house in the district of deoghar block -Sarat, as Sonodi manjhian's house has been tumbledown for a new one she appeals to the authority for consideration at this old age to be fulfilled.",2020,3,31,2022,11,18,True,"cc must screen this video to bdo for allocation of house in the district of deoghar block -sarat, as sonodi manjhian's house has been tumbledown for a new one she appeals to the authority for consideration at this old age to be fulfilled."
 Sanchita Pathak,MST SORIYA BANU," In Nawadih village, Santhalpada, Dumka, there are 2 bridges in very bad condition. No repairs have been done since last 10 years of it's making. Villagers have given application many times since last year but no action has been taken.",crumbling infrastructure,2017-07-11 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,M, Make application in gram sabha for respective authority.,2017,7,11,2022,11,18,NA,NA
 Shikha Paharin,GRADUATE CC,"Hiralal Pahadia is a social worker. Hiralal Ji has been working continuously on various issues of the Pahadia community since 1995. He has been continuously working on the rights of education, water, and lands of the community. Community correspondent Shikha Pahadin met with him on Human Rights Day.",governance and accountability,2019-12-12 00:00:00.000,2022-11-18 10:42:09.753,SAHEBGANJ,False,False,False,NA,NA,2019,12,12,2022,11,18,NA,NA
 Shikha Paharin,GRADUATE CC," Due to COVID pandemic schools are closed and children's education is mainly affected. Shikha's 2 children go to school. After the COVID lockdown, we are studying at home. Online education ka ye haal hai ki, ek phone hone ke karan, ek baar main ek bachha hi padh pata hai. + Network teacher's condition is bad, toh atak atak ke video chalta hai. Isse padahi ka nuksaan ho raha hai. Need to take some safe route. Gaon - Imli tola Block - Sahibganj District Sahibganj.",education,2020-11-20 00:00:00.000,2022-03-30 13:01:53.727,SAHEBGANJ,False,False,NA,NA,NA,2020,11,20,2022,3,30,NA,NA
 Anshu Raj Maurya,SHIKHA PAHARIN," District - hazaribag,Block-sader hazaribagh Behari panchayat ka Behari gaon me 25 june 2021 Vaccine Camp lagaya gaya or yaha ke senior citizen or youth sab log 6000 population me 50% logo ne corona ke vaccine or corona ke test nahi kra rahe the aur afwaha ke karan log vaccine nahi le rhe the lakin AWW aur Sahiya ke madd se logo Information ke laye villge me jakar logo ko jagruk keya aur vaccned keye",health,2021-06-08 00:00:00.000,2022-03-30 13:01:53.727,HAZARIBAGH,True,False,True,NA, Mentor ne cc se bat kr puri parkriya ke leye AWW aur sahiya se cc ko bat karne karne phir cc aur AWW aur sahiya ke saath kam kya,2021,6,8,2022,3,30,False,NA
 Bela Jerai Jerai,SHIKHA PAHARIN," Jharkhand, District West Singhbhum, Sadar Hospital located in Chaibasa, lack of specialist doctors and nurses, 15 lakh people of 19 blocks and 1069 panchayats are benefitted.",health,2021-12-25 00:00:00.000,2022-11-29 05:27:00.106,WEST SINGHBHUM,True,True,True,NA,Ye chat ke liye hai action ke ware me bhi koi baat nahi hui hi hi,2021,12,25,2022,11,29,True,NA
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC,"Fatima Khatun of Village Suyadih Panchayat East Sadam Block Gomiya District Bokaro Jharkhand and 8 families like her have not received gas even after having ration card due to which they have to cook food in smoke and wood is also not available and on cold days In this, the children and the elders of the house do not get hot water and hot food, due to which people fall ill. Even after applying several times, they have not received gas yet, due to which they are facing a lot of problems.",anti poverty programs,2020-12-07 00:00:00.000,2022-03-30 13:01:53.727,BOKARO,True,False,True,NA,NA,2020,12,7,2022,3,30,False,NA
 Ravinder Baraik,SHIKHA PAHARIN,"District-Khuti, Panchayat-Jaipur, village-Japud's Padmavati Devi, husband-Sukra Singh's house due to incessant rains, a huge tree fell on 19/9/2021 due to which the house got damaged and 5 members including a family lost their lives. It is very difficult to live. Abhi tak muwafza nahi mila even after telling the concerned officer immediately. On the day of Ghatna, Ward Member called Ravinder and called him. Abhi is not even sorry for being a month.",natural disaster,2021-10-15 00:00:00.000,2022-03-30 13:01:53.727,KHUNTI,True,False,True,NA, NA,2021,10,15,2022,3,30,True,NA
